"author,word1,word2,source"
"248,razzleberry,raspberry,AC"
"312,swashbuckler,pirate,AC"
"115,irritation,mosquito,AC"
"12,never,again,AC"
"142,petroleum,vaseline,AC"
"133,lennie james,james dean,AC"
"133,huge stone formations,stonehenge,AC"
"133,callouses,head louse,AC"
"39,algonquian,turquoise,AC"
"137,cencus,god,AC"
"39,polarization,equator,AC"
"262,premium,pricy,AC"
"235,europe,the old country,AC"
"133,shifter,drifter,AC"
"235,peanut,george washington carver,AC"
"254,guard,sentinel,AC"
"12,case,ronin,AC"
"306,fairway,unfair,AC"
"235,drunk,skunk,AC"
"118,protein,amino acid,AC"
"39,officer,general,AC"
"12,pumps,stilettos,AC"
"12,mi,casa,AC"
"309,dream,snore,AC"
"12,langerhans,islets,AC"
"302,hammer,sickle,AC"
"248,brick,mortar,AC"
"248,train,exercise,AC"
"235,perseus,andromeda,AC"
"221,fortress,strife,AC"
"309,roswell,51,AC"
"235,collection,plate,AC"
"133,affirmative,captain,AC"
"312,batman,finch,AC"
"12,dose,overdose,AC"
"273,cheese,wheeeeeeee,AC"
"12,insect,fly,AC"
"235,pahoehoe,magma,AC"
"235,belly,kwashiorkor,AC"
"112,braveheart,fearless,AC"
"309,scarab,missile,AC"
"12,beatles,1,AC"
"120,ranch,dressing,AC"
"235,divorce,divorce american style,AC"
"112,sunday,service,AC"
"133,k-shell,c-shell,AC"
"22,antibodies,blood,AC"
"12,strings,conditions,AC"
"12,guar gum,spirit gum,AC"
"248,game that buzzes when you make a mistake,buzz wire,AC"
"12,rocky mountains,chocolate factory,AC"
"312,poison,alice,AC"
"178,safe,word,AC"
"248,icing,over,AC"
"126,cowgirl,cowsills,AC"
"110,scintilla,spark,AC"
"124,rake,fop,AC"
"262,programming,tv,AC"
"12,hardware store,tools,AC"
"317,egypt,scarab,AC"
"37,relentless,steadfast,AC"
"147,nudge,maximum,AC"
"12,gay,transgendered,AC"
"262,little whimper,small dog,AC"
"130,alcoholic,lemonade,AC"
"115,pecan,tree,AC"
"164,drowning,lifeguard,AC"
"163,intelligent,perceptive,AC"
"241,handcuffs,doughnuts,AC"
"235,woof,tweet,AC"
"39,bingo,bango,AC"
"302,caste,original,AC"
"235,lively,dancing,AC"
"312,puzzle,book,AC"
"39,sandman,iceman,AC"
"312,legolas,gollum,AC"
"40,iridium,platinum,AC"
"12,rhetoric,oratory,AC"
"164,long,pedantic,AC"
"118,dent,arthur,AC"
"311,candles,sixteen,AC"
"315,carbohydrates,carbid,AC"
"179,account,record,AC"
"12,glamour puss,puss n boots,AC"
"12,control,freak,AC"
"235,tommy,tommy can you hear me,AC"
"235,god,first cause,AC"
"174,grumpy cat,kittens,AC"
"133,slumber party,face mask,AC"
"235,blank paper,new notebook,AC"
"262,diplomacy,diploma,AC"
"306,maybe- homophone baby,bad - cranky,AC"
"118,boomer,tree snake,AC"
"12,woof,bark,AC"
"262,jack got up,the hill,AC"
"179,temperature,thermometer,AC"
"133,fingers and toes,rings,AC"
"262,balances,scale,AC"
"62,bunny,easter,AC"
"126,radley,extremely,AC"
"39,news,feed,AC"
"12,ray,ban,AC"
"235,goofy,mickey,AC"
"299,stilettos,shirt,AC"
"12,fights,war,AC"
"235,ignition,module,AC"
"273,basket,bread,AC"
"161,little,tiny,AC"
"39,boulder,damn,AC"
"12,seal,team,AC"
"230,crips,crippled,AC"
"235,friendly alcoholic,drunken person,AC"
"309,oil,spill,AC"
"39,galaga,space,AC"
"235,purple spice drop,gumdrop,AC"
"12,psychosis,delusional,AC"
"122,gabriel,peter,AC"
"213,squirm,worm,AC"
"254,bomber,explosive,AC"
"12,darts,lawn,AC"
"110,me,mine,AC"
"112,fun,freedom,AC"
"262,bizzare,weird,AC"
"39,reading,room,AC"
"312,lwb,axle,AC"
"12,electric,fire,AC"
"248,kryptonite,phone booth,AC"
"309,rock,hard place,AC"
"83,therapist,physical,AC"
"12,all i can think of is cliff the mailman from the show 'cheers,diving,AC"
"262,ford trucks,suvs,AC"
"133,music,three,AC"
"12,criminal minds,don't be cruel,AC"
"254,comedian,laughter,AC"
"133,bookemdanomurderone,murder on the orient express,AC"
"12,mu,coefficient,AC"
"12,alps,printer,AC"
"118,topography,topology,AC"
"304,swizzle-stick,gobblins,AC"
"235,shogun,warriors,AC"
"312,teddy,paddington,AC"
"39,justice,league,AC"
"133,blooded,nose,AC"
"12,whole numbers,prime numbers,AC"
"312,insurance,policy,AC"
"22,ancient,rome,AC"
"200,ring of saturn,mars bar,AC"
"12,science,blinded,AC"
"273,pollinators,bees,AC"
"154,bat,boy,AC"
"235,loch ness monster,spaghetti monster,AC"
"272,without,hope,AC"
"39,dump,truck,AC"
"12,uncle,thrush,AC"
"12,tax,revenue,AC"
"218,classic,cars,AC"
"248,nuts,crazy,AC"
"208,speaker,grille,AC"
"133,pineapple upside-down cake,yummy,AC"
"12,intelligence,agency,AC"
"238,hotel,hostel,AC"
"302,fixture,football,AC"
"97,port holes,submarine,AC"
"133,what a dog does to work out a good place to lie down,sit,AC"
"39,toltecs,melungeon,AC"
"12,worlds,mars,AC"
"235,black bodysuit,ninja,AC"
"309,house,cleaning,AC"
"262,pickle,cucumber,AC"
"248,tattooed fingers,chocolate fingers,AC"
"12,infection,quarantine,AC"
"262,quiche,egg,AC"
"254,day,hour,AC"
"39,lady,barbra,AC"
"12,rationality,delusion,AC"
"262,picture,photo,AC"
"235,the scorpion and the frog fable,the zodiac sign of scorpio,AC"
"12,british telecoms,bbc,AC"
"39,thumb,nail,AC"
"254,wall,berlin,AC"
"200,linemen,padded,AC"
"309,literature,flash fiction,AC"
"12,pirate,arrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr,AC"
"200,roll,back flip,AC"
"8,not necessarily,contradiction,AC"
"235,tape,worm,AC"
"235,amnesia,aphasia,AC"
"112,augmentation,boobies,AC"
"12,show,presentation,AC"
"12,freak,outcast,AC"
"312,exploration,investigate,AC"
"302,bear,edward,AC"
"235,ophthalmologist,eye doctor,AC"
"235,committee of public safety,parks and recreation,AC"
"248,neverwhere,neverland,AC"
"12,disability,benefits,AC"
"254,hens,feathers,AC"
"262,dangerous,scary,AC"
"133,hansel & gretel,gingerbread woman,AC"
"12,first name,christian,AC"
"118,tempura,godzilla,AC"
"262,rabbit,bunny,AC"
"12,paste,control,AC"
"103,tool,instrument,AC"
"172,carrier,pigeon,AC"
"235,shore,beach,AC"
"84,fabricate,sewing,AC"
"215,1980's games,donkey kong,AC"
"118,candlestick maker,lamp lighter,AC"
"235,laundry,washing clothes,AC"
"235,specific,gravity,AC"
"133,slacker,lazy,AC"
"254,war,peace,AC"
"235,mexico,south,AC"
"235,attendant,helper,AC"
"97,wood,morning,AC"
"12,siren,drone,AC"
"235,handcuffs,arrested,AC"
"254,neckerchief,craving,AC"
"241,scary,dentist,AC"
"133,under,down,AC"
"262,changes,metamorphosis,AC"
"31,thermodynamics,physics,AC"
"133,bear,hug,AC"
"118,stop,go,AC"
"12,swerve,evade,AC"
"312,wager,gamble,AC"
"235,water,great lakes,AC"
"262,measure,tape,AC"
"12,chair,man,AC"
"248,hash,number,AC"
"118,reinventing,re-imagining,AC"
"67,texas,cowboy,AC"
"258,lsd,lucy in the sky with diamonds,AC"
"117,adolph hitler,coward,AC"
"273,air,balloon,AC"
"317,mash,moonshine,AC"
"142,shell,former self,AC"
"118,cue ball,charlie brown,AC"
"12,mustang sally,ford fairlane,AC"
"248,creepy,crawlies,AC"
"286,santa,snow,AC"
"164,physiology,anatomy,AC"
"12,dorks,fools,AC"
"12,balloon,gondola,AC"
"235,cookie dough,cookie monster,AC"
"235,baby,little,AC"
"133,trophy,wife,AC"
"235,fabulous,hollywood and liverpool type word,AC"
"235,scott,fitzgerald,AC"
"254,pine,cone,AC"
"42,stone,sword,AC"
"125,sleep,snore,AC"
"56,school,principal,AC"
"243,clouds,sky,AC"
"122,plastic,polymer,AC"
"248,dorm,flats,AC"
"235,ceramics,what ladies did for fun in the 1960s,AC"
"39,scare,clown,AC"
"39,barney,purple,AC"
"133,weed,killer,AC"
"12,the new zealand prime minister,faux pas,AC"
"200,crack,windscreen,AC"
"50,work,drive,AC"
"12,big,daddy,AC"
"235,bread rolls,ironing a grilled cheese sandwich,AC"
"262,heart,attack,AC"
"133,white,barry,AC"
"133,hell,heaven,AC"
"200,beaver,dam,AC"
"239,forex,trading,AC"
"12,present,past,AC"
"85,laggard,sluggard,AC"
"312,iron,side,AC"
"12,products,liability,AC"
"172,stella,artois,AC"
"293,hypocrite,liar,AC"
"39,mozzarella cheese,pepperoni,AC"
"133,plate,hot,AC"
"235,pirates,jaunty,AC"
"12,crazy,horse,AC"
"12,luau,poi,AC"
"12,dip,chips,AC"
"133,talking bananas,acid trip,AC"
"315,wicked,ritual,AC"
"12,dig,site,AC"
"235,gavel i think it's called,robe,AC"
"235,fashion,style,AC"
"12,toothbrush,motivation platoon,AC"
"12,cat,woman,AC"
"80,tv,remote,AC"
"235,head,cracked,AC"
"254,wheel,spoke,AC"
"302,flour,wheat,AC"
"235,new pen,possibilities,AC"
"118,flag,red,AC"
"12,convex,polygon,AC"
"97,yankees,candles,AC"
"312,malleus,stirrup,AC"
"39,repelling,oops,AC"
"111,caffeine,free,AC"
"12,dogger,go,AC"
"312,cobra,magnum,AC"
"118,upitty,me pity,AC"
"302,van,chevy,AC"
"188,u-2,ballin,AC"
"64,sewn,swan,AC"
"12,ring,gasket,AC"
"22,alien,ufo's,AC"
"235,through,recover victoriously,AC"
"111,sculpt,create,AC"
"309,solution,problem,AC"
"200,fox in socks,pippi longstocking,AC"
"39,bully pulpit,pit bull,AC"
"12,air,america,AC"
"248,dreamtime,nightmares,AC"
"133,darkness,light,AC"
"235,pediatrician,specialist,AC"
"235,process,doing,AC"
"235,tarzan,jane of the jungle,AC"
"133,batman,joker,AC"
"12,denied,parole,AC"
"248,fun,games,AC"
"179,relief,miracle,AC"
"122,marshall,amp,AC"
"12,cartridge,turntable,AC"
"12,coop,hen house,AC"
"115,circle,circumference,AC"
"12,fuel,expense,AC"
"172,evil,doctor,AC"
"104,quaternions,four,AC"
"12,what,wot,AC"
"262,judge,court,AC"
"312,pegasys,equine,AC"
"302,bark,wrong,AC"
"235,play dough,dough ball,AC"
"248,anagrams because,nags a ram,AC"
"50,mates,friends,AC"
"12,base,camp,AC"
"315,eric,leaf,AC"
"254,spin,particle,AC"
"126,scales,eyes,AC"
"39,liquid,detergent,AC"
"12,fire,embers,AC"
"122,india,curry,AC"
"240,kitty,litter,AC"
"22,ears,limbs,AC"
"12,tank,henschel,AC"
"235,spock,ears,AC"
"235,dead or alive,conditions,AC"
"39,cold,winter,AC"
"210,magic,sleight,AC"
"39,assassin,hashish,AC"
"136,chocolate,bar,AC"
"12,laundering,cayman islands,AC"
"284,hyperinflation,venezuela,AC"
"273,world of warcraft,magic,AC"
"248,mail,post,AC"
"12,wings,oscar,AC"
"200,money,pit,AC"
"12,master,cylinder,AC"
"309,willing,testament,AC"
"223,cancellation,flight,AC"
"82,thunderstorms,lightning,AC"
"235,waterfall,splashing,AC"
"120,blue cheese,moldy,AC"
"262,reformed,church,AC"
"306,biodiversity,lively,AC"
"12,guns,roses,AC"
"76,sperm,whale,AC"
"248,plant,flower,AC"
"309,board,room,AC"
"111,pennsylvania,gettysburg,AC"
"39,star trek beyond,infinity,AC"
"303,disaster,transport,AC"
"12,bend,oregon,AC"
"12,shocked,zapped,AC"
"112,omelette,yellow,AC"
"39,bat,spider,AC"
"133,loss,less,AC"
"248,resort,last,AC"
"262,consider,decide,AC"
"242,data,robot,AC"
"309,journeyman,apprentice,AC"
"12,maurice ravel,mike gravel,AC"
"248,dinner,tree,AC"
"302,bafflement,confusion,AC"
"12,electric ladyland,purple haze,AC"
"118,tardis,sidrat,AC"
"262,target audience,target store,AC"
"12,labour,tories,AC"
"124,teeth,shark,AC"
"12,lane,pavement,AC"
"12,banner,year,AC"
"113,wiggly and vulnerable,soil,AC"
"12,breakfast at tiffany's,the blue max,AC"
"12,broadway,42nd street,AC"
"12,light,spectral,AC"
"39,flatulence,frozen,AC"
"235,stinks,olfactory displeasure,AC"
"254,sponsor,support,AC"
"271,sodium,eleven,AC"
"164,glutamate,salty,AC"
"42,stalactite,spelunking,AC"
"12,tut,pharoah,AC"
"262,white,black,AC"
"120,bird,eggs,AC"
"39,felt,canvas,AC"
"172,abiding,acquisce,AC"
"12,milk,bottle,AC"
"254,onion rings,wedding,AC"
"39,storm,clouds,AC"
"118,beach,sox on the,AC"
"235,stronger,weaker,AC"
"39,poetry,motion,AC"
"39,pestle,grind,AC"
"118,fireplace,chat,AC"
"302,squishy,slurpee,AC"
"262,pal,pen,AC"
"118,library,knowledge,AC"
"235,nothing,zero,AC"
"12,parliament,hear,AC"
"39,grass,happy,AC"
"266,bear,claw,AC"
"12,bones,doctor,AC"
"273,caster,witch,AC"
"248,ravenclaw,chicken,AC"
"118,blatherskite,scallubrians,AC"
"39,underappreciated,overworked,AC"
"133,box,pandora's,AC"
"309,communion,holy eucharist,AC"
"12,i was going to say big-nosed animated scary robo female but too late,goodyear,AC"
"235,washington dc,cherry blossoms,AC"
"43,lamentations,sorrow,AC"
"110,iskra,revolution,AC"
"262,billy joel,musician,AC"
"273,all ball,dog,AC"
"118,generalities,specificities,AC"
"248,malware,trojans,AC"
"12,silage,combustion load,AC"
"248,wellness,wholeness,AC"
"133,boarding pass,security,AC"
"235,tide,washing machine,AC"
"235,truth,ideal,AC"
"39,motorcycle,moped,AC"
"200,beach,ice cream,AC"
"39,props,supports,AC"
"12,a movie,kino,AC"
"235,milk,mammal,AC"
"12,cinderella,liberty,AC"
"235,wound,hurt,AC"
"12,punks,sid & nancy,AC"
"286,over,easy,AC"
"262,spine,chiropractor,AC"
"242,may and december romance,winter depression,AC"
"12,wizards of waverly place,mr,AC"
"97,caffeine,functional,AC"
"235,wise guys,gangsters,AC"
"262,canine,k9,AC"
"164,revelation,apocalypse,AC"
"12,golden,earring,AC"
"292,algol,python,AC"
"262,oriental,china,AC"
"248,them,us,AC"
"248,bunnies,son,AC"
"235,herbie,volkswagen,AC"
"309,warm,you're making me blush blade runner,AC"
"133,way of making things,process,AC"
"235,explorer,ford,AC"
"172,fight,right,AC"
"254,college,vocation,AC"
"262,luggage,airport,AC"
"230,sculptor,artist,AC"
"235,rubberband man,gumby doing karaoke,AC"
"179,fund,savings,AC"
"39,chorus,gospel,AC"
"271,dogfish,fugu,AC"
"309,salvation,army,AC"
"262,grin,smile,AC"
"133,oppression,impression,AC"
"133,nails,varnish,AC"
"221,speaking,mute,AC"
"163,snot,kenny,AC"
"80,diamond,sapphire,AC"
"235,star trek,beam me up,AC"
"309,atoll,bikini,AC"
"248,rain,man,AC"
"133,hawaii,laylandii,AC"
"309,malnutrition,starvation,AC"
"230,social structure,infrastructure,AC"
"235,whack,whack-a-mole,AC"
"112,trees,life,AC"
"133,optimize,streamline,AC"
"312,laws,thermodynamics,AC"
"12,jeep,cherokee,AC"
"12,james dean,porsche,AC"
"262,wonderful,show,AC"
"248,timid,mouse,AC"
"235,hand,hand,AC"
"229,moose,deer,AC"
"188,foreigners,tourists,AC"
"302,minnesota,feeling,AC"
"235,yoko,ono,AC"
"164,oral,floss,AC"
"133,red dwarf,lister,AC"
"42,find,keep,AC"
"272,truly,undoubtedly,AC"
"315,mushrooms,morels,AC"
"198,suit,melbourne,AC"
"133,thx1138,louis theroux,AC"
"105,derailleur,chain,AC"
"12,back,bone,AC"
"12,martians,tripods,AC"
"262,capitalism,communism,AC"
"12,game,diplomacy,AC"
"200,riddle,voldemort,AC"
"254,trinity,entity,AC"
"262,punch,hit,AC"
"221,whitecaps,thundering horses,AC"
"133,manson,marilyn,AC"
"231,letter,corinthians,AC"
"12,condition,circumstances,AC"
"309,darkness,falls,AC"
"153,tahw,kayak,AC"
"312,cocktail,mixer,AC"
"57,barre,ballet,AC"
"133,josephine,chocolat,AC"
"12,coal,rail,AC"
"200,flopping,droopy,AC"
"189,time and a half,problem,AC"
"39,splinter,wood,AC"
"111,condemned,prisoner,AC"
"235,bruce,cousin brucie,AC"
"260,vertigo,moving,AC"
"235,exodus,israel,AC"
"172,ooze,juice,AC"
"302,rude,rick,AC"
"235,imbecile,moderate to severe intellectual disability,AC"
"235,servitude,subjection,AC"
"12,fahrenheit 451,books,AC"
"12,mekon,mechas,AC"
"254,minds,insanity,AC"
"12,washing machine,detergent,AC"
"39,feathers,penguin,AC"
"12,older,fossilized,AC"
"111,waffling,pancaking,AC"
"248,sadness,tears,AC"
"80,alpha and omega,wolf,AC"
"235,neighbor,neighborhood,AC"
"248,needle,haystack,AC"
"39,cat,mandoo,AC"
"315,startled,gloaming,AC"
"111,hop,bounce,AC"
"235,thomas jefferson,william jefferson clinton,AC"
"39,c++,fortran,AC"
"12,germany,fatherland,AC"
"262,sound machine,humming,AC"
"12,pumba,elsa,AC"
"235,trunks,branches,AC"
"302,show,tune,AC"
"133,boris,johnson,AC"
"235,stranded,betrayed,AC"
"64,microbus,legos,AC"
"262,color of a flower,rose,AC"
"235,traveling wilburys,end of the line,AC"
"125,path,home,AC"
"39,cream cheese,bagel,AC"
"248,oars,paddles,AC"
"179,cart,shopping,AC"
"39,seeds,life,AC"
"196,fools,drums,AC"
"118,carpathia,transsylvania,AC"
"235,short on time,over booked,AC"
"309,lol,satiny,AC"
"262,me,you,AC"
"12,boat,lil' yacht,AC"
"241,a cold,pandemic,AC"
"39,social,studies,AC"
"235,johnny cash,man in black,AC"
"39,tail,booty,AC"
"235,color,technicolor,AC"
"262,miles davis,ann b davis,AC"
"12,tin,foil,AC"
"235,house clearance,spring or fall cleaning,AC"
"242,crete,marble,AC"
"262,beatles,band,AC"
"125,feeling,better,AC"
"12,galactica,pegasus,AC"
"258,scary,freddy krueger,AC"
"22,nova,nebula,AC"
"273,beach,sand castle,AC"
"309,plants,photosynthesis,AC"
"248,chips,potato,AC"
"133,spring or fall cleaning,spring forwards,AC"
"235,sofa,couch,AC"
"312,bran,flakes,AC"
"118,subterfuge,camouflage,AC"
"39,reenactment,civil war,AC"
"12,brigadier,star,AC"
"118,year,of the wolf,AC"
"39,shiny stuff,pimped out,AC"
"262,lens,camera,AC"
"12,dead guy,dr,AC"
"39,toe,stub,AC"
"235,management,techniques,AC"
"248,leek,white,AC"
"39,pooped,wheatgrass,AC"
"39,enron,mess,AC"
"12,curling,broom,AC"
"248,doors,entry,AC"
"221,long neck,giraffe,AC"
"180,religion,control,AC"
"12,pink floyd,sysyphus,AC"
"302,slap,stick,AC"
"39,grim reaper,zombie apocalypse,AC"
"161,fading,recede,AC"
"12,rapier,sunbeam,AC"
"315,syntax,prefix,AC"
"309,nail,fungus,AC"
"158,exsanguination,phagocytes,AC"
"164,puffer fish,delicacy,AC"
"12,hibachi,grill,AC"
"12,third,reich,AC"
"302,piranha 2,amazon,AC"
"12,arson,accelerant,AC"
"12,market,garden,AC"
"312,theobromine,cocoa,AC"
"248,piled higher and deeper,pilot,AC"
"12,spring,bounce,AC"
"248,doctor,dolittle,AC"
"299,oxygen,mask,AC"
"39,power cycle,spin cycle,AC"
"12,enamel,oil,AC"
"39,head,games,AC"
"235,out,baseball,AC"
"12,phenomenon,paranormal,AC"
"261,green,lantern,AC"
"235,polk salad annie,poke salad,AC"
"235,cute,ten day old kittens,AC"
"118,hoodlum,the hooded claw,AC"
"12,power,control,AC"
"235,affluenza,crappy defense,AC"
"12,character,assassination,AC"
"110,grilled,sandwich,AC"
"302,bam,pebbles,AC"
"309,expensive,lavish,AC"
"235,gnu,software,AC"
"262,spider's lair and duck's foot,natural world,AC"
"302,magazine,ammunition,AC"
"262,burt and ernie,sesame street,AC"
"12,rutgers,university,AC"
"133,tulip festival in holland,clogs,AC"
"12,he's dead,it's alive,AC"
"235,joy-ride,up hill and down hill,AC"
"80,peanuts,charlie brown,AC"
"235,the bishop,pawn,AC"
"110,surgery,tree,AC"
"12,spock,logic,AC"
"309,bait,wth,AC"
"12,enjoyable,contentment,AC"
"112,trademark,hey guys,AC"
"12,winter,war,AC"
"12,four seasons,big girls,AC"
"262,hollywood and liverpool type word,famous,AC"
"12,davey & goliath getting the munchies,snacks,AC"
"235,clock,minutes,AC"
"133,actor,drama,AC"
"12,board,directors,AC"
"248,game,cards,AC"
"39,sheep,shear,AC"
"118,corn chips,fries,AC"
"254,ally,axis,AC"
"12,wait,intuition,AC"
"262,waverly wafers,wizards of waverly place,AC"
"42,rib,cage,AC"
"221,struggle,confusing,AC"
"262,child dressed in a western 'cowgirl' costume,halloween,AC"
"42,sale,gimmick,AC"
"248,grow,veges,AC"
"76,how do seabirds with blue webbed feet relate to augmentation,sound,AC"
"235,ally,to join with,AC"
"39,mound,burial,AC"
"235,acid trip,rhubarb pie without sugar,AC"
"12,death star,boom,AC"
"221,refuse,stand your ground,AC"
"312,ben,dover,AC"
"39,thoughts,shotgun,AC"
"12,repeal,annul,AC"
"178,braggard,swagger,AC"
"262,holiday,party,AC"
"12,hanger,mommie,AC"
"302,friends,sitcom,AC"
"309,political ideology,conservative,AC"
"312,breast,feeding,AC"
"312,cumulonimbus,anvil,AC"
"133,therapy,aroma,AC"
"248,powers,exponents,AC"
"12,stamps,adhesion,AC"
"12,paper,tiger,AC"
"12,person who crochets,weaver,AC"
"12,japan,automobiles,AC"
"12,under,world,AC"
"64,liberty,crack,AC"
"248,lord,noble,AC"
"12,branch,office,AC"
"115,unfair,advantage,AC"
"172,hand,vader,AC"
"12,headache,ibuprofen,AC"
"262,first class,mail,AC"
"235,hot dog,hot diggity,AC"
"12,mobius,pegasus,AC"
"76,defcon,autobot,AC"
"312,easy,simple,AC"
"235,dandy,jim dandy,AC"
"221,reeds,a ninja hiding under water breathing through a reed,AC"
"12,screen,real estate,AC"
"235,series,fibonacci,AC"
"302,miracle,ice,AC"
"164,surrender,hands,AC"
"309,shorts,shortstop,AC"
"179,brotherhood,mothership,AC"
"165,plan,b,AC"
"12,judgement,adjudicate,AC"
"53,discontent,turkey,AC"
"39,line,pretenders,AC"
"248,fingers,thumb,AC"
"235,famous,recognized by many,AC"
"133,terminator,shermanator,AC"
"262,people,places,AC"
"248,hostess,air,AC"
"37,theology,templeton,AC"
"111,illness,sick,AC"
"274,metropolitan,pretty boys,AC"
"188,conway twitty,kanye west,AC"
"147,theoretical,physics,AC"
"8,tarzan,jungle,AC"
"12,spree,berlin,AC"
"110,style,clothes,AC"
"120,mister,bean,AC"
"12,flint,spark,AC"
"12,walendos,tightrope,AC"
"12,burnt,peanuts,AC"
"235,fun,now that daddy took the t-bird away,AC"
"235,carbon footprint,going barefoot,AC"
"104,beatle,adolph hitler,AC"
"235,strut,rooster,AC"
"82,technicolor,local,AC"
"248,gasket,blown,AC"
"12,restoration,conservation,AC"
"254,game,recreation,AC"
"159,man,nobel prize,AC"
"12,mattress,sleep number,AC"
"12,awkward,social,AC"
"12,south africa,zulu,AC"
"262,humanity,humans,AC"
"235,pyramid,mastaba,AC"
"309,hello,nightie,AC"
"312,sagas,baird,AC"
"12,lumbar,support,AC"
"235,priceless,not for sale,AC"
"262,lemony snicket,character,AC"
"228,cheeseboard,cheesecake,AC"
"235,boston,cities,AC"
"80,cooking meat on a piece of wood near an open fire,chestnuts roasting on an open fire,AC"
"235,13,alcohol,AC"
"39,siren,police,AC"
"12,lament,sorrow,AC"
"133,fertilize,eggs,AC"
"258,note from your mom to explain why you were absent,signed epstein's mother,AC"
"12,subtlety,imply,AC"
"12,corned beef,rye,AC"
"248,yorkshire,james herriot,AC"
"248,gull,squawk,AC"
"262,point,pencil,AC"
"80,selfie,phone,AC"
"12,underworld,lycans,AC"
"248,pretender,hypocrite,AC"
"35,gang,violence,AC"
"2,cramped,small,AC"
"221,worship,philosophy,AC"
"191,jowl,whiskers,AC"
"111,radar,speed,AC"
"142,har har,tartar,AC"
"39,cool,cat,AC"
"221,functional,functioning,AC"
"22,grain,sand,AC"
"111,beauty parlor,hair-dryer,AC"
"262,biology class,zygotes,AC"
"12,maize,hm prison,AC"
"12,extract,vanilla,AC"
"12,drugs,cartel,AC"
"133,sects,in,AC"
"133,attack,whack,AC"
"254,box,jack-in-a-box,AC"
"8,in the name of love,u2,AC"
"12,red,october,AC"
"235,soul food,disjunction,AC"
"120,rural,country,AC"
"12,acceptance,understanding,AC"
"262,identifier,object,AC"
"262,hair bear bunch,berenstain bears,AC"
"302,silent,hill,AC"
"12,language,dialect,AC"
"309,examine,nation,AC"
"309,opponent,foe,AC"
"12,represent,agent,AC"
"183,flubbed,mistake,AC"
"258,smiley face,have a nice day,AC"
"302,brevity,comic,AC"
"248,dancing,ballroom,AC"
"248,house,fly,AC"
"133,a dog looking in a funnel,gramophone,AC"
"12,madness,methodology,AC"
"12,gravel,friction,AC"
"12,fence,foil,AC"
"12,administrator,bureaucrat,AC"
"262,frugal,thrifty,AC"
"39,control,freak,AC"
"161,treasure,sunken,AC"
"262,land,locked,AC"
"12,post,losses,AC"
"103,knights of columbus,explorer,AC"
"262,drama,tv,AC"
"210,police,furgueson,AC"
"133,music,melody,AC"
"12,activity,kinesis,AC"
"312,faith,hope,AC"
"302,circus,politics,AC"
"39,yes,oh,AC"
"39,robin hood,sherwood forest,AC"
"235,cocoa,brown,AC"
"12,restraint,hesitation,AC"
"235,dog,canine,AC"
"235,typing,words,AC"
"133,antiseptic,septic tank,AC"
"39,peanut butter,super chunk,AC"
"315,us,we,AC"
"235,breakdown,analysis,AC"
"37,saturday,leisure,AC"
"172,cupid,bastard,AC"
"287,sprite,brownie,AC"
"240,jammies,lol,AC"
"12,social,neurotypical,AC"
"12,cruciferous veggies,horseradish,AC"
"126,toulene,abilene,AC"
"235,reap,sew,AC"
"133,pool,bethesda,AC"
"235,candy,mountain,AC"
"309,shooting,assassinate,AC"
"12,tree,sap,AC"
"12,scientology,controversy,AC"
"39,queen,hearts,AC"
"12,loathing,negativity,AC"
"39,calibration,standard,AC"
"164,done,investing,AC"
"200,one,quiiiiick march,AC"
"302,samurai,bushido,AC"
"235,belonging,included,AC"
"12,constant companion,dog,AC"
"12,downton,masterpiece,AC"
"43,prank,crank,AC"
"262,drumming up business,seller,AC"
"8,cheating,men,AC"
"248,bandage,wound,AC"
"312,kaylee,summer,AC"
"12,elf,warlords,AC"
"235,elitism,brave new world,AC"
"183,broil,above,AC"
"12,quantum,mechanics,AC"
"235,dust,particles of previously integrated material,AC"
"154,turn,signal,AC"
"133,stalk,suprise,AC"
"12,spoon,collection,AC"
"254,waterworks,leak,AC"
"315,break,speed,AC"
"302,milk,money,AC"
"235,collar,priest,AC"
"262,chains,lock,AC"
"12,ace,bandage,AC"
"105,paddles,water,AC"
"64,pokemon,sudowood,AC"
"12,flex,muscle,AC"
"125,worse,off,AC"
"12,error message,dialog box,AC"
"12,depressing,life,AC"
"248,stirred,mixed,AC"
"12,arecibo,dish,AC"
"39,hungry,romaine,AC"
"221,waning,waxing,AC"
"152,safe,haven,AC"
"118,giants,gulliver,AC"
"39,pull,influence,AC"
"12,little bunny foo foo,peter cottontail,AC"
"178,situation,room,AC"
"12,blanket,coverage,AC"
"133,chicken little,sky,AC"
"208,sliced,diced,AC"
"12,treble,detent,AC"
"39,coconut,milk,AC"
"262,shake it up,tv show,AC"
"235,urban,city,AC"
"254,toilet,bowel,AC"
"39,soccer,flopping,AC"
"12,whiskey,rebellion,AC"
"262,amplitude modulation,module,AC"
"179,slickers,townies,AC"
"12,sandra,bullock,AC"
"241,monitor,tap,AC"
"172,islands,langerhans,AC"
"144,cavalry,swords,AC"
"235,general george s,old boy,AC"
"312,gearbox,synchromesh,AC"
"232,4-Jul,september 12th,AC"
